SiteID,Longitude,Latitude
AKN001,99.66973,2.55233
AKN002,99.738111,2.245078
AKN003,99.7846,2.301506
AKN004,99.62733,2.25837
AKN005,99.73418,2.42784
AKN006,99.7251,2.19193
AKN007,99.93867,2.55025
AKN008,99.76768,2.4343
AKN009,100.041825,2.640326
AKN010,99.65192,2.52128
AKN011,99.86658,2.56037
AKN012,99.77263,2.2047
AKN013,99.899647,2.689934
AKN014,99.806671,2.261308
AKN015,99.97951,2.75739
AKN016,99.96802,2.81743
AKN017,99.75229,2.2685
AKN018,99.95424,2.59233
AKN019,99.91454,2.74331
AKN020,99.64835,2.49703
AKN021,99.7455,2.22539
AKN025,99.71702,2.46501
BGE002,99.06419,2.32729
BGE003,98.86091,2.66988
BGE004,99.064563,2.338954
BGE017,99.0762,2.51877
BGE030,99.24786,2.32242
BGE032,99.04138,2.53544
BGE033,99.16661,2.45969
BGE035,99.158242,2.434298
BGE036,98.707,2.60212
BGE045,98.85776997,2.671844959
BGE073,99.0084,2.60592
BGE143,98.6315,2.5318
BGE149,98.763099,2.514646
BGE151,99.1444,2.47286
BGE152,98.696516,2.63526
BGE153,98.98,2.63693
BGE154,98.71302,2.57687
BGE156,99.29708,2.22855
BGE158,98.6679,2.54939
BGE159,98.88745344,2.44111889
BGE160,98.964651,2.458202
BGE162,98.80778,2.4925
BGE163,99.4363,2.59201
BGE164,98.77912,2.59073
BGE166,98.8336,2.6784
BGE167,99.1197,2.44744
BGE168,99.0595,2.32947
BGE169,99.08268,2.54645
BGE170,98.6922,2.69691
BGE171,98.653,2.58276
BGE172,98.8388,2.46374
BGE173,99.044623,2.587323
BGE176,98.73361,2.75575
BGE177,98.88845,2.56457
BGE178,98.9508,2.51787
BGE179,98.96084,2.64967
BGE181,98.65358,2.43647
BGE182,99.1307,2.51604
BGE185,98.99878194,2.599889722
BGE187,98.85931,2.65368
BGE189,99.1196,2.30841
BGE190,99.1819,2.33559
BGE194,99.06755072,2.343193
BGE195,98.69692,2.61435
BGE200,99.2173,2.50035
BGE226,99.10966,2.35116
BGE227,99.1452,2.49385
BGE228,99.398,2.27915
BGE229,98.77866,2.4467
BGE230,99.14731,2.38066
BGE244,98.72657,2.60157
BGE250,98.75107,2.636969
